,Date,FareProduct,TransitCard,TransactionType,Hour,Minute,Route,Departure,Arrival,Avg Arrival Diff,station
20,2016-04-11 10:50:27,ASI,160008085101276,Pass Entry (Tag On),10,35,20cc,2016-04-11 10:36:04,2016-04-11 11:45:50,-0.2,Raymond & Holly
21,2016-04-11 10:59:25,ASI,160008050481323,Pass Entry (Tag On),10,35,20cc,2016-04-11 10:36:04,2016-04-11 11:45:50,-0.2,Raymond & Del Mar Sta.
22,2016-04-11 11:17:03,EZ Pass S/D Z0,160001785491170,Pass Entry (Tag On),10,35,20cc,2016-04-11 10:36:04,2016-04-11 11:45:50,-0.2,Lake & Colorado
23,2016-04-11 11:17:11,ASI,160005328246876,Pass Entry (Tag On),10,35,20cc,2016-04-11 10:36:04,2016-04-11 11:45:50,-0.2,Lake & Colorado
24,2016-04-11 11:27:10,ASI,160012140273187,Pass Entry (Tag On),10,35,20cc,2016-04-11 10:36:04,2016-04-11 11:45:50,-0.2,Lake & Washington
25,2016-04-11 11:48:41,ASI,160036513746198,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Fair Oaks & Washington
26,2016-04-11 11:48:46,Reg SV Regular,160003099267429,SV Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Fair Oaks & Washington
27,2016-04-11 11:48:50,ASI,160038273252276,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Fair Oaks & Washington
28,2016-04-11 11:48:54,ASI,160005652384152,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Fair Oaks & Washington
29,2016-04-11 11:50:21,ASI,160005649035032,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Fair Oaks & Washington
30,2016-04-11 11:50:27,ASI,160005327329756,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Fair Oaks & Washington
31,2016-04-11 11:52:17,ASI,160008073276312,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Fair Oaks & Washington
32,2016-04-11 12:04:18,ASI,160019589762273,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Raymond & Del Mar Sta.
33,2016-04-11 12:16:39,Reg SV Regular,160002573239425,SV Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Arroyo Pkwy & California
34,2016-04-11 12:25:49,EZ Pass AdultZ0,160007967143398,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Lake & Colorado
35,2016-04-11 12:30:00,ASI,160005288844959,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Lake & Colorado
36,2016-04-11 12:30:02,ASI,160036514838671,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Lake & Colorado
37,2016-04-11 12:35:30,Reg SV Regular,1700049235552661778,SV Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Lake & Villa
38,2016-04-11 12:35:34,ASI,160008118500957,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Lake & Villa
39,2016-04-11 12:35:41,DCFS EZ (New),1701448276857483521,Pass Entry (Tag On),11,46,20cc,2016-04-11 11:46:36,2016-04-11 13:00:21,1.4,Lake & Villa
40,2016-04-11 13:07:03,ASI,160005334451676,Pass Entry (Tag On),12,59,20cc,2016-04-11 13:00:36,2016-04-11 14:10:32,-0.5,Fair Oaks & Washington
41,2016-04-11 13:32:40,ASI,160008063710924,Pass Entry (Tag On),12,59,20cc,2016-04-11 13:00:36,2016-04-11 14:10:32,-0.5,Arroyo Pkwy & California
42,2016-04-11 13:36:34,Reg SV Regular,160003057003907,SV Entry (Tag On),12,59,20cc,2016-04-11 13:00:36,2016-04-11 14:10:32,-0.5,Lake & Colorado
43,2016-04-11 13:46:55,ASI,160005586531670,Pass Entry (Tag On),12,59,20cc,2016-04-11 13:00:36,2016-04-11 14:10:32,-0.5,Lake & Villa
44,2016-04-11 14:14:41,ASI,160008070579676,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Fair Oaks & Washington
45,2016-04-11 14:20:08,ASI,160008199654236,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Fair Oaks & Washington
46,2016-04-11 14:34:17,ASI,160028111880594,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Raymond & Del Mar Sta.
47,2016-04-11 14:52:30,ASI,160005327329756,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Lake & Colorado
48,2016-04-11 14:52:45,ASI,160008034196526,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Lake & Colorado
49,2016-04-11 14:56:28,ASI,160012141712225,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Lake & Villa
50,2016-04-11 14:56:37,ASI,160041273363689,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Lake & Villa
51,2016-04-11 14:57:00,DCFS EZ (New),1702010877307941129,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Lake & Villa
52,2016-04-11 14:58:14,ASI,160028110143630,Pass Entry (Tag On),14,11,20cc,2016-04-11 14:11:31,2016-04-11 15:22:32,-0.5,Lake & Villa
53,2016-04-11 15:55:18,EZ Pass S/D Z1,160005319641754,Pass Entry (Tag On),15,23,20cc,2016-04-11 15:23:46,2016-04-11 16:39:48,1.8,Arroyo Pkwy & California
54,2016-04-11 16:03:23,EZ Pass AdultZ0,160008206420639,Pass Entry (Tag On),15,23,20cc,2016-04-11 15:23:46,2016-04-11 16:39:48,1.8,Lake & Colorado
55,2016-04-11 16:03:30,ASI,160008147837917,Pass Entry (Tag On),15,23,20cc,2016-04-11 15:23:46,2016-04-11 16:39:48,1.8,Lake & Colorado
56,2016-04-11 16:04:56,EZ Pass S/D Z0,160008891024514,Pass Entry (Tag On),15,23,20cc,2016-04-11 15:23:46,2016-04-11 16:39:48,1.8,Lake & Colorado
57,2016-04-11 16:07:12,Reg SV Regular,160008182634278,SV Entry (Tag On),15,23,20cc,2016-04-11 15:23:46,2016-04-11 16:39:48,1.8,Lake & Colorado
58,2016-04-11 16:20:38,ASI,160041556419521,Pass Entry (Tag On),15,23,20cc,2016-04-11 15:23:46,2016-04-11 16:39:48,1.8,Lake & Washington
59,2016-04-11 16:23:10,ASI,160005565737751,Pass Entry (Tag On),15,23,20cc,2016-04-11 15:23:46,2016-04-11 16:39:48,1.8,Woodbury & Raymond Ln
60,2016-04-11 06:11:09,Reg SV Regular,160013167897668,SV Entry (Tag On),6,7,51,2016-04-11 06:07:37,2016-04-11 06:33:24,3.4,Raymond & Holly
61,2016-04-11 06:14:23,Reg SV Regular,160005132996633,SV Entry (Tag On),6,7,51,2016-04-11 06:07:37,2016-04-11 06:33:24,3.4,Raymond & Holly
62,2016-04-11 06:49:29,EZ Pass AdultZ0,160010609932772,Pass Entry (Tag On),6,38,51,2016-04-11 06:38:38,2016-04-11 06:59:53,0.9,Fair Oaks & Mountain
63,2016-04-11 07:03:55,Reg SV Regular,160008360930597,SV Entry (Tag On),6,59,52,2016-04-11 07:00:22,2016-04-11 07:44:30,9.5,Raymond & Holly
64,2016-04-11 08:18:48,Reg SV Regular,160008371740639,SV Entry (Tag On),8,11,51,2016-04-11 08:13:30,2016-04-11 08:38:30,2.5,Raymond & Holly
65,2016-04-11 08:18:51,Reg SV Regular,160008416855194,SV Entry (Tag On),8,11,51,2016-04-11 08:13:30,2016-04-11 08:38:30,2.5,Raymond & Holly
66,2016-04-11 09:04:17,Reg SV Sr/Dis,160017161520291,SV Entry (Tag On),8,49,51,2016-04-11 08:49:33,2016-04-11 09:16:17,3.3,Raymond & Holly
67,2016-04-11 09:20:22,Reg SV Regular,160007758404033,SV Entry (Tag On),9,13,51,2016-04-11 09:18:03,2016-04-11 09:42:03,4.1,Raymond & Holly
68,2016-04-11 09:23:28,EZ Pass AdultZ0,160000649927445,Pass Entry (Tag On),9,13,51,2016-04-11 09:18:03,2016-04-11 09:42:03,4.1,Mountain & Fair Oaks
69,2016-04-11 09:23:31,Reg SV Regular,160008652166553,SV Exit (Tag Off),9,13,51,2016-04-11 09:18:03,2016-04-11 09:42:03,4.1,Mountain & Fair Oaks
70,2016-04-11 09:23:52,ASI,160042245085129,Pass Entry (Tag On),9,13,51,2016-04-11 09:18:03,2016-04-11 09:42:03,4.1,Mountain & Fair Oaks
71,2016-04-11 11:21:37,Reg SV Regular,160000964874008,SV Entry (Tag On),11,10,51,2016-04-11 11:10:20,2016-04-11 11:35:06,-0.9,Mountain & Fair Oaks
72,2016-04-11 12:21:36,ASI,160005834321437,Pass Entry (Tag On),12,13,51,2016-04-11 12:15:27,2016-04-11 12:40:57,2.0,Raymond & Holly
73,2016-04-11 12:22:49,ASI,160008199654236,Pass Entry (Tag On),12,13,51,2016-04-11 12:15:27,2016-04-11 12:40:57,2.0,Mountain & Fair Oaks
74,2016-04-11 15:48:01,Reg SV Regular,160008585530073,SV Entry (Tag On),15,31,60,2016-04-11 15:31:42,2016-04-11 15:54:57,1.0,SMV & Station
75,2016-04-11 16:02:07,Reg SV Regular,160005238008150,SV Entry (Tag On),15,56,60,2016-04-11 15:57:12,2016-04-11 16:17:12,2.2,SMV & Station
76,2016-04-11 16:19:59,ASI,160036514021872,Pass Entry (Tag On),16,18,60,2016-04-11 16:18:57,2016-04-11 16:41:27,0.5,Bonnie & Colorado
77,2016-04-11 18:09:09,EZ Pass AdultZ0,160000912153661,Pass Entry (Tag On),18,6,60,2016-04-11 18:08:07,2016-04-11 18:28:51,0.9,Bonnie & Colorado
78,2016-04-11 06:35:26,ASI,160008073276312,Pass Entry (Tag On),6,30,32,2016-04-11 06:30:51,2016-04-11 06:55:21,0.4,Washington & Fair Oaks
79,2016-04-11 07:18:12,Reg SV Sr/Dis,1701731073588752647,SV Entry (Tag On),7,6,32,2016-04-11 07:07:21,2016-04-11 07:35:06,1.1,Washington & Lake
80,2016-04-11 07:18:15,Reg SV Sr/Dis,1701731073588752647,No Prod Use Type,7,6,32,2016-04-11 07:07:21,2016-04-11 07:35:06,1.1,Washington & Lake
81,2016-04-11 07:22:38,ASI,160008073276312,Pass Entry (Tag On),7,6,32,2016-04-11 07:07:21,2016-04-11 07:35:06,1.1,Washington & Lake
82,2016-04-11 07:30:49,ASI,160011542575900,Pass Entry (Tag On),7,6,32,2016-04-11 07:07:21,2016-04-11 07:35:06,1.1,Fair Oaks & Woodbury
83,2016-04-11 07:30:51,ASI,160008083381599,Pass Entry (Tag On),7,6,32,2016-04-11 07:07:21,2016-04-11 07:35:06,1.1,Fair Oaks & Woodbury
84,2016-04-11 07:43:03,ASI,160028112222994,Pass Entry (Tag On),7,34,31,2016-04-11 07:35:21,2016-04-11 08:03:51,0.9,Washington & Lake
85,2016-04-11 08:43:41,ASI,160008073276312,Pass Entry (Tag On),8,15,32,2016-04-11 08:16:23,2016-04-11 08:49:09,5.2,
86,2016-04-11 12:20:01,ASI,160005327771031,Pass Entry (Tag On),12,14,31,2016-04-11 12:15:16,2016-04-11 12:40:02,-2.0,Washington & Fair Oaks
87,2016-04-11 12:20:03,ASI,160005501495514,Pass Entry (Tag On),12,14,31,2016-04-11 12:15:16,2016-04-11 12:40:02,-2.0,Washington & Fair Oaks
88,2016-04-11 12:22:54,Reg SV Regular,160008127169117,SV Entry (Tag On),12,14,31,2016-04-11 12:15:16,2016-04-11 12:40:02,-2.0,Washington & Lake
89,2016-04-11 13:08:18,ASI,160019589762273,Pass Entry (Tag On),12,52,32,2016-04-11 12:52:46,2016-04-11 13:24:16,0.3,
90,2016-04-11 13:08:26,ASI,160005335046558,Pass Entry (Tag On),12,52,32,2016-04-11 12:52:46,2016-04-11 13:24:16,0.3,
91,2016-04-11 17:16:02,ASI,160038261457234,Pass Entry (Tag On),16,46,32,2016-04-11 16:47:06,2016-04-11 17:22:53,-0.1,Woodbury & Glen
92,2016-04-11 05:44:36,EZ Pass AdultZ0,160008252699672,Pass Entry (Tag On),5,41,20cc,2016-04-11 05:43:19,2016-04-11 06:38:34,2.6,Fair Oaks & Washington
93,2016-04-11 05:44:43,ASI,160005833766871,Pass Entry (Tag On),5,41,20cc,2016-04-11 05:43:19,2016-04-11 06:38:34,2.6,Fair Oaks & Washington
94,2016-04-11 06:01:39,Reg SV Regular,160041854939766,SV Entry (Tag On),5,41,20cc,2016-04-11 05:43:19,2016-04-11 06:38:34,2.6,Arroyo Pkwy & California
95,2016-04-11 06:19:29,ASI,160041892660325,Pass Entry (Tag On),5,41,20cc,2016-04-11 05:43:19,2016-04-11 06:38:34,2.6,Lake & Washington
96,2016-04-11 07:41:46,ASI,160008287444318,Pass Entry (Tag On),7,32,20cc,2016-04-11 07:32:49,2016-04-11 08:38:05,-0.9,Fair Oaks & Washington
97,2016-04-11 08:06:12,Reg SV Regular,160008130866717,SV Entry (Tag On),7,32,20cc,2016-04-11 07:32:49,2016-04-11 08:38:05,-0.9,Lake & Colorado
98,2016-04-11 08:13:16,ASI,160019590448516,Pass Entry (Tag On),7,32,20cc,2016-04-11 07:32:49,2016-04-11 08:38:05,-0.9,Lake & Villa
99,2016-04-11 08:15:51,Reg SV Regular,160005023370716,SV Entry (Tag On),7,32,20cc,2016-04-11 07:32:49,2016-04-11 08:38:05,-0.9,Lake & Villa
100,2016-04-11 08:16:17,Reg SV Regular,160008213701591,SV Entry (Tag On),7,32,20cc,2016-04-11 07:32:49,2016-04-11 08:38:05,-0.9,Lake & Villa
101,2016-04-11 08:45:37,ASI,160041879606408,Pass Entry (Tag On),8,39,20cc,2016-04-11 08:39:34,2016-04-11 09:47:05,-0.9,Fair Oaks & Washington
102,2016-04-11 08:51:51,Reg SV Regular,160008533802392,SV Entry (Tag On),8,39,20cc,2016-04-11 08:39:34,2016-04-11 09:47:05,-0.9,Raymond & Holly
103,2016-04-11 09:15:09,ASI,160005643169753,Pass Entry (Tag On),8,39,20cc,2016-04-11 08:39:34,2016-04-11 09:47:05,-0.9,Lake & Colorado
104,2016-04-11 09:53:33,ASI,160020982328803,Pass Entry (Tag On),9,48,20cc,2016-04-11 09:48:49,2016-04-11 10:57:35,-0.4,Fair Oaks & Washington
105,2016-04-11 09:54:32,ASI,160005594221272,Pass Entry (Tag On),9,48,20cc,2016-04-11 09:48:49,2016-04-11 10:57:35,-0.4,Fair Oaks & Washington
106,2016-04-11 09:57:01,ASI,160041575093125,Pass Entry (Tag On),9,48,20cc,2016-04-11 09:48:49,2016-04-11 10:57:35,-0.4,Fair Oaks & Washington
107,2016-04-11 10:11:44,ASI,160005751864476,Pass Entry (Tag On),9,48,20cc,2016-04-11 09:48:49,2016-04-11 10:57:35,-0.4,Raymond & Del Mar Sta.
108,2016-04-11 10:19:41,Reg SV Regular,160008298195677,SV Entry (Tag On),9,48,20cc,2016-04-11 09:48:49,2016-04-11 10:57:35,-0.4,Arroyo Pkwy & California
109,2016-04-11 10:25:32,Reg SV Regular,160008370057431,SV Entry (Tag On),9,48,20cc,2016-04-11 09:48:49,2016-04-11 10:57:35,-0.4,Lake & Colorado
110,2016-04-11 11:00:28,ASI,160008107387994,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Fair Oaks & Woodbury
111,2016-04-11 11:00:32,Reg SV Regular,160008066302554,SV Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Fair Oaks & Washington
112,2016-04-11 11:02:34,ASI,160041879602084,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Fair Oaks & Washington
113,2016-04-11 11:05:08,ASI,160005752776471,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Fair Oaks & Washington
114,2016-04-11 11:08:01,ASI,160033081310507,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Fair Oaks & Washington
115,2016-04-11 11:10:09,ASI,160008049942609,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Raymond & Holly
116,2016-04-11 11:26:50,ASI,160005288844959,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Arroyo Pkwy & California
117,2016-04-11 11:33:41,ASI,160011833210944,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Arroyo Pkwy & California
118,2016-04-11 11:35:45,ASI,160005664936791,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Lake & Colorado
119,2016-04-11 11:45:04,ASI,160028112222994,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Lake & Villa
120,2016-04-11 11:45:07,ASI,160011559744860,Pass Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Lake & Villa
121,2016-04-11 11:45:11,Reg SV Sr/Dis,160005650981595,SV Entry (Tag On),10,58,20cc,2016-04-11 10:58:19,2016-04-11 12:09:51,-1.1,Lake & Villa
122,2016-04-11 12:12:44,Reg SV Sr/Dis,160034081615812,SV Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Fair Oaks & Woodbury
123,2016-04-11 12:15:57,Reg SV Regular,1700923966018842922,SV Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Fair Oaks & Washington
124,2016-04-11 12:17:40,ASI,160036514436112,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Fair Oaks & Washington
125,2016-04-11 12:18:21,ASI,160012141708702,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Fair Oaks & Washington
126,2016-04-11 12:20:31,ASI,160008073276312,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Fair Oaks & Washington
127,2016-04-11 12:22:41,EZ Pass S/D Z0,160005893988316,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Raymond & Holly
128,2016-04-11 12:25:24,ASI,160008063710924,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Raymond & Holly
129,2016-04-11 12:25:37,ASI,160005332815518,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Raymond & Holly
130,2016-04-11 12:39:43,Reg SV Sr/Dis,160007977602755,SV Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Arroyo Pkwy & California
131,2016-04-11 12:52:46,ASI,160005715859034,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Lake & Colorado
132,2016-04-11 12:57:48,ASI,160008071667678,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Lake & Villa
133,2016-04-11 12:58:05,ASI,160011542093185,Pass Entry (Tag On),12,11,20cc,2016-04-11 12:11:20,2016-04-11 13:22:06,-1.9,Lake & Villa
134,2016-04-11 13:29:29,Reg SV Regular,160009163562397,SV Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Fair Oaks & Washington
135,2016-04-11 13:44:46,ASI,160033065042183,Pass Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Raymond & Del Mar Sta.
136,2016-04-11 13:52:06,Reg SV Regular,160013797447280,SV Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Arroyo Pkwy & California
137,2016-04-11 14:05:28,Reg SV Regular,160015088951920,SV Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Lake & Colorado
138,2016-04-11 14:08:51,ASI,160005535785757,Pass Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Lake & Villa
139,2016-04-11 14:10:13,ASI,160008064180044,Pass Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Lake & Villa
140,2016-04-11 14:15:07,ASI,160036515602035,Pass Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Lake & Washington
141,2016-04-11 14:16:22,Reg SV Sr/Dis,160008289264797,Hotlisted - Reject Everywhere,13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Lake & Washington
142,2016-04-11 14:16:26,Reg SV Sr/Dis,160008289264797,Hotlisted - Reject Everywhere,13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Lake & Washington
143,2016-04-11 14:16:33,ASI,160011542093185,Pass Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Lake & Washington
144,2016-04-11 14:24:18,ASI,160033086226344,Pass Entry (Tag On),13,24,20cc,2016-04-11 13:24:20,2016-04-11 14:38:35,-0.4,Woodbury & Raymond Ln
145,2016-04-11 14:40:05,ASI,160005585978716,Pass Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Fair Oaks & Woodbury
146,2016-04-11 14:47:09,ASI,160028112233074,Pass Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Fair Oaks & Washington
147,2016-04-11 15:14:57,ASI,160008091648799,Pass Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Arroyo Pkwy & California
148,2016-04-11 15:15:02,Reg SV Regular,160008974965153,SV Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Arroyo Pkwy & California
149,2016-04-11 15:20:48,ASI,160019591285156,Pass Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Lake & Colorado
150,2016-04-11 15:21:08,ASI,160021185247204,Pass Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Lake & Colorado
151,2016-04-11 15:21:24,ASI,160005336056796,Pass Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Lake & Colorado
152,2016-04-11 15:26:34,DCFS EZ (New),1700457300395454727,Pass Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Lake & Villa
153,2016-04-11 15:27:22,Reg SV Regular,160002425019587,SV Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Lake & Villa
154,2016-04-11 15:29:03,Reg SV Regular,160011613447203,SV Entry (Tag On),14,39,20cc,2016-04-11 14:39:36,2016-04-11 15:50:06,-0.9,Lake & Villa
155,2016-04-11 15:51:58,Reg SV Regular,160008078870556,SV Entry (Tag On),15,51,20cc,2016-04-11 15:51:20,2016-04-11 17:01:51,0.9,Fair Oaks & Woodbury
156,2016-04-11 15:56:17,ASI,160008199654236,Pass Entry (Tag On),15,51,20cc,2016-04-11 15:51:20,2016-04-11 17:01:51,0.9,Fair Oaks & Washington
157,2016-04-11 16:10:40,ASI,160008172365917,Pass Entry (Tag On),15,51,20cc,2016-04-11 15:51:20,2016-04-11 17:01:51,0.9,Raymond & Del Mar Sta.
