Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status
28-Apr-16 06:43:51,Reg SV Regular,0160007759266910,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,17.25,Unlmtd,,Success
28-Apr-16 06:43:54,Reg SV Regular,0160008062738397,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,10.00,Unlmtd,,Success
28-Apr-16 07:02:43,ASI,0160005780944471,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 07:10:44,Reg SV Student,0160010160562885,N/A,3295,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,39.50,Unlmtd,,Success
28-Apr-16 07:10:46,Reg SV Student,0160020362141396,N/A,3295,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,36.50,Unlmtd,,Success
28-Apr-16 07:14:14,Reg SV Regular,0160005387202075,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,7.50,Unlmtd,,Success
28-Apr-16 07:40:10,Reg SV Regular,0160005107238235,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,58.60,Unlmtd,,Success
28-Apr-16 07:46:44,ASI,0160008201856159,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 08:22:03,ASI,0160005501131358,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 08:23:44,ASI,0160036514436112,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 08:30:06,ASI,0160008072655193,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 08:34:15,Reg SV Regular,0160008833569733,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,1.30,Unlmtd,,Success
28-Apr-16 09:01:55,Reg SV Regular,0160005411461275,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,7.00,Unlmtd,,Success
28-Apr-16 09:32:29,DCFS EZ (New),01702010877307941129,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 09:39:05,ASI,0160028111060270,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 09:47:21,ASI,0160005489528153,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 09:58:27,ASI,0160021205010723,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 10:04:50,ASI,0160005498569438,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 10:06:30,Reg SV Regular,0160001306195581,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,298.40,Unlmtd,,Success
28-Apr-16 10:06:35,ASI,0160008108266718,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 10:09:57,ASI,0160008105771355,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 10:37:51,ASI,0160005833766871,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 10:41:25,ASI,0160038262388917,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 10:45:50,ASI,0160011562053184,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 10:46:44,EZ Pass S/D Z0,0160004888017751,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,8.90,Unlmtd,0,Success
28-Apr-16 11:49:38,ASI,0160036515746352,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 12:03:30,ASI,0160005332815518,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 12:11:11,Reg SV Regular,0160005922597591,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.50,Unlmtd,,Success
28-Apr-16 12:13:06,Reg SV Sr/Dis,0160010338303303,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,7.15,Unlmtd,,Success
28-Apr-16 12:39:55,ASI,0160005295976158,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 12:41:35,ASI,0160005755075673,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 12:44:54,ASI,0160005586370079,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 13:09:16,ASI,0160008050024362,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 13:09:20,Reg SV Regular,0160008284009114,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,5.55,Unlmtd,,Success
28-Apr-16 13:10:24,ASI,0160012371880064,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.55,Unlmtd,0,Success
28-Apr-16 13:17:04,ASI,0160033065042183,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 13:37:34,ASI,0160038261637397,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 13:45:03,ASI,0160041574870564,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 13:47:46,ASI,0160008049784522,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 13:58:08,ASI,0160005655587991,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:12:15,ASI,0160005655587991,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:13:45,ASI,0160005847711830,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:13:47,ASI,0160038273252276,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:15:47,ASI,0160019589850912,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:17:42,ASI,0160005786001755,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:26:57,ASI,0160005292758559,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:28:31,ASI,0160008172365917,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:47:58,ASI,0160005338693919,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:52:06,ASI,0160005328246876,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:52:39,ASI,0160005334490070,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:54:15,ASI,0160008288505117,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:54:31,Reg SV Sr/Dis,0160010338303303,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,6.80,Unlmtd,,Success
28-Apr-16 14:57:08,ASI,0160011559744860,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 14:57:12,ASI,0160005654323992,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 15:30:54,ASI,0160038273293874,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 16:38:04,Reg SV Regular,0160004976488476,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,12.25,Unlmtd,,Success
28-Apr-16 16:41:26,ASI,0160041574870564,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 16:46:18,Reg SV Sr/Dis,0160005324644314,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,1.50,Unlmtd,,Success
28-Apr-16 16:50:51,Reg SV Regular,0160008464224152,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,32.50,Unlmtd,,Success
28-Apr-16 17:07:58,Reg SV Regular,0160008398507037,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.00,Unlmtd,,Success
28-Apr-16 17:13:47,Reg SV Regular,0160010161251520,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,12.40,Unlmtd,,Success
28-Apr-16 17:17:26,Reg SV Regular,0160008926870949,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,67.05,Unlmtd,,Success
28-Apr-16 18:10:16,Reg SV Regular,0160005544493914,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.00,Unlmtd,,Success
28-Apr-16 18:21:59,ASI,0160008083878552,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 18:22:02,ASI,0160020379225604,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 18:22:04,ASI,0160005654811350,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 18:31:59,ASI,0160005506210074,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 19:24:32,ASI,0160005808281435,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.25,Unlmtd,0,Success
28-Apr-16 19:24:52,ASI,0160012141787581,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 05:15:58,Reg SV Regular,0160042662676087,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,13.50,Unlmtd,,Success
28-Apr-16 07:07:31,ASI,0160005334705113,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 07:44:33,Reg SV Regular,0160040676390000,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.50,Unlmtd,,Success
28-Apr-16 07:47:22,ASI,0160005782701598,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 07:47:27,PS Try Tran Mon,0160042599751284,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 08:41:01,Reg SV Regular,0160008127976792,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,57.40,Unlmtd,,Success
28-Apr-16 08:45:24,Reg SV Regular,0160005321873759,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,5.00,Unlmtd,,Success
28-Apr-16 08:45:27,Reg SV Regular,0160004875052951,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.75,Unlmtd,,Success
28-Apr-16 08:50:12,ASI,0160008051055720,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 08:50:14,ASI,0160028110559637,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 15:27:24,Reg SV Student,0160005545943511,N/A,3224,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,4.50,Unlmtd,,Success
28-Apr-16 15:32:36,ASI,0160008073830878,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 15:42:38,ASI,0160008109101278,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
28-Apr-16 15:59:41,Reg SV Regular,0160005715431834,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.25,Unlmtd,,Success
28-Apr-16 16:49:11,Reg SV Regular,0160005520411039,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,14.75,Unlmtd,,Success
28-Apr-16 17:27:53,ASI,0160005715859034,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.75,Unlmtd,0,Success
28-Apr-16 17:39:20,Reg SV Regular,0160008432324951,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,2.50,Unlmtd,,Success
