Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status
12-Apr-16 08:58:24,ASI,0160033079321383,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:26:12,ASI,0160008294091672,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:29:30,ASI,0160005289115037,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:35:51,ASI,0160005584782879,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:39:19,ASI,0160008075299999,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:41:25,ASI,0160008199654236,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:01:12,ASI,0160008289261272,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:02:31,Reg SV Sr/Dis,0160008878514271,N/A,3219,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,1.95,Unlmtd,,Success
12-Apr-16 10:03:15,ASI,0160020977624166,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:12:25,ASI,0160005782787993,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:12:27,ASI,0160005342376154,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:33:01,ASI,0160005689770399,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:33:03,ASI,0160019591251075,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:40:47,ASI,0160005699380635,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:43:32,Reg SV Regular,0160040269664886,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,5.75,Unlmtd,,Success
12-Apr-16 10:44:25,ASI,0160005584278878,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:20:11,Reg SV Sr/Dis,01701005287219687688,N/A,3219,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,6.30,Unlmtd,,Success
12-Apr-16 11:42:11,ASI,0160012372224866,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:42:33,ASI,0160005336242719,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:11:46,ASI,0160012139093349,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:13:38,Reg SV Regular,0160007755740512,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,6.00,Unlmtd,,Success
12-Apr-16 12:16:04,ASI,0160005497356316,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:16:06,ASI,0160008087670872,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:17:00,Reg SV Regular,0160008439706390,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,2.25,Unlmtd,,Success
12-Apr-16 12:18:07,Reg SV Regular,0160010161251520,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,12.90,Unlmtd,,Success
12-Apr-16 12:18:54,ASI,0160005751595997,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:20:12,ASI,0160005808281435,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.25,Unlmtd,0,Success
12-Apr-16 12:31:50,ASI,0160008139265119,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:47:15,Reg SV Regular,0160005744507356,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,9.25,Unlmtd,,Success
12-Apr-16 12:48:22,ASI,0160005641208793,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:48:23,Reg SV Sr/Dis,0160005641208793,N/A,3219,No Prod Use Type,,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,,Passback
12-Apr-16 12:52:01,Reg SV Regular,0160040188359287,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,15.00,Unlmtd,,Success
12-Apr-16 12:52:05,ASI,0160005585591519,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:56:56,ASI,0160005501131358,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:04:14,ASI,0160005585933919,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:05:26,ASI,0160021185247204,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:12:44,ASI,0160011559619906,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,3.50,Unlmtd,0,Success
12-Apr-16 13:15:50,Reg SV Regular,0160008511327511,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.50,Unlmtd,,Success
12-Apr-16 13:21:46,ASI,0160019589121959,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:31:52,ASI,0160011832332384,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:48:29,ASI,0160008105757917,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:56:14,ASI,0160011832878626,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:58:47,Reg SV Regular,0160008833569733,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,11.30,Unlmtd,,Success
12-Apr-16 14:00:27,ASI,0160008073715350,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:03:00,ASI,0160005649035032,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:06:13,ASI,0160008139195670,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:22:50,ASI,0160005587593752,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:28:04,ASI,0160033064021543,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:33:42,ASI,0160005813631194,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:40:32,ASI,0160005781193433,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:00:11,ASI,0160028110348916,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:11:39,Reg SV Regular,0160000938285844,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.75,Unlmtd,,Success
12-Apr-16 15:11:46,ASI,0160005509051996,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:11:52,ASI,0160005586440799,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:15:23,ASI,0160005648339351,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:24:45,ASI,0160021185247204,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:38:10,ASI,0160019691819714,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:45:56,ASI,0160008063905326,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:46:04,ASI,0160005598570070,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:46:11,Reg SV Regular,0160008074239194,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,10.00,Unlmtd,,Success
12-Apr-16 15:51:10,ASI,0160005804476955,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 16:01:08,Reg SV Regular,0160008922772313,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,3.50,Unlmtd,,Success
12-Apr-16 16:01:17,Reg SV Regular,0160008922961759,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,2.00,Unlmtd,,Success
12-Apr-16 16:13:52,ASI,0160008073903519,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 16:26:01,ASI,0160005684240471,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 16:33:25,ASI,0160005597793756,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 16:55:55,Reg SV Regular,0160024513899126,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,26.25,Unlmtd,,Success
12-Apr-16 16:59:58,DCFS EZ (New),01700457300395454727,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:01:37,ASI,0160041274279686,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:01:40,Reg SV Regular,0160008339895830,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,4.75,Unlmtd,,Success
12-Apr-16 17:02:28,ASI,0160028112222994,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:03:16,ASI,0160005579372314,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:11:03,ASI,0160036514139153,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:39:55,ASI,0160036514436112,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:40:33,ASI,0160005752051677,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:48:32,ASI,0160005688457113,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 17:53:29,ASI,0160005848033432,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 18:33:39,Reg SV Regular,0160018595944560,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.00,Unlmtd,,Success
12-Apr-16 18:40:49,Reg SV Regular,0160005053982877,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,5.90,Unlmtd,,Success
12-Apr-16 18:44:49,EZ Annual Z1,0160036847256948,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 19:22:59,Reg SV Regular,0160008534983191,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,35.00,Unlmtd,,Success
12-Apr-16 19:37:48,EZ Pass AdultZ0,0160007961510113,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 19:44:15,Reg SV Regular,0160008462048157,N/A,3219,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,54.00,Unlmtd,,Success
12-Apr-16 19:44:17,ASI,0160008054986079,N/A,3219,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 06:45:10,Reg SV Regular,0160005034483037,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,20.75,Unlmtd,,Success
12-Apr-16 07:38:31,EZ Pass AdultZ0,0160000912153661,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 07:58:45,Reg SV Regular,0160016832493680,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,6.25,Unlmtd,,Success
12-Apr-16 08:14:23,Reg SV Regular,0160007827065799,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,42.00,Unlmtd,,Success
12-Apr-16 08:23:41,Reg SV Regular,0160008334055836,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,14.75,Unlmtd,,Success
12-Apr-16 09:02:12,Reg SV Regular,0160005682795997,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,49.00,Unlmtd,,Success
12-Apr-16 09:17:09,Reg SV Regular,0160008608059993,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,5.75,Unlmtd,,Success
12-Apr-16 09:34:11,Reg SV Sr/Dis,0160005831644310,N/A,3209,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,0.80,Unlmtd,,Success
12-Apr-16 09:34:19,Reg SV Regular,0160008180840513,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,7.00,Unlmtd,,Success
12-Apr-16 09:50:56,Reg SV Regular,0160022047145107,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,10.25,Unlmtd,,Success
12-Apr-16 14:46:49,ASI,0160019592146118,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.50,Unlmtd,0,Success
12-Apr-16 17:20:01,Reg SV Regular,0160005277587031,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,10.75,Unlmtd,,Success
12-Apr-16 18:38:55,Reg SV Regular,0160005379550879,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.00,Unlmtd,,Success
12-Apr-16 06:09:42,Reg SV Regular,0160005148836310,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,23.20,Unlmtd,,Success
12-Apr-16 06:28:32,Reg SV Student,0160005346064475,N/A,3295,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,2.00,Unlmtd,,Success
12-Apr-16 06:29:44,EZ Pass AdultZ1,0160008420446873,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 07:06:54,ASI,0160008073276312,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 07:18:17,Reg SV Student,0160005899392158,N/A,3295,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,16.50,Unlmtd,,Success
12-Apr-16 07:20:45,Reg SV Sr/Dis,0160007968670274,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,5.15,Unlmtd,,Success
12-Apr-16 07:22:51,ASI,0160005334705113,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 07:37:18,Reg SV Sr/Dis,0160005622305758,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,2.50,Unlmtd,,Success
12-Apr-16 08:13:45,Reg SV Regular,0160013192038148,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.25,Unlmtd,,Success
12-Apr-16 08:16:42,ASI,0160005755874075,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 08:18:06,Reg SV Regular,0160008919939354,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,21.25,Unlmtd,,Success
12-Apr-16 08:44:53,EZ Pass AdultZ0,0160026529713381,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 08:44:57,Reg SV Regular,0160008417593117,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,113.50,Unlmtd,,Success
12-Apr-16 09:03:24,ASI,0160005755874075,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:04:59,ASI,0160036514838671,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:14:48,ASI,0160008108501270,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 09:16:59,Reg SV Regular,01702307718582268162,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,1.50,Unlmtd,,Success
12-Apr-16 09:22:42,ASI,0160036514686195,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.75,Unlmtd,0,Success
12-Apr-16 09:23:07,ASI,0160005572342876,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:07:01,EZ Pass S/D Z0,0160007969458117,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:12:19,Reg SV Sr/Dis,0160005322350559,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,0.45,Unlmtd,,Success
12-Apr-16 10:16:54,ASI,0160005583244319,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:17:37,ASI,0160036515746352,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:19:20,ASI,0160008141869593,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 10:21:39,Reg SV Sr/Dis,01701357368484327681,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,4.60,Unlmtd,,Success
12-Apr-16 10:28:02,ASI,0160005586531670,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.75,Unlmtd,0,Success
12-Apr-16 10:29:46,EZ Pass AdultZ0,0160008448430875,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.50,Unlmtd,0,Success
12-Apr-16 10:38:03,ASI,0160041274496009,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:27:43,ASI,0160005583244319,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:32:15,ASI,0160036514458199,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:32:30,ASI,0160041888321445,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:36:41,ASI,0160012140564064,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:39:25,ASI,0160036514838671,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:41:50,ASI,0160019589121959,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 11:45:49,Reg SV Regular,0160008512664474,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,17.50,Unlmtd,,Success
12-Apr-16 11:45:51,Reg SV Regular,0160010590303330,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,41.85,Unlmtd,,Success
12-Apr-16 12:12:40,ASI,0160028110225551,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:12:48,ASI,0160004975508639,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:25:08,ASI,0160011833073342,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:26:14,ASI,0160038261457234,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:33:21,ASI,0160008073627670,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:33:24,ASI,0160012140564064,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:33:29,ASI,0160019691700518,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 12:58:06,ASI,0160005586192796,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:22:26,ASI,0160028111979958,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:41:20,ASI,0160019692476514,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:41:24,ASI,0160019592213793,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,1.50,Unlmtd,0,Success
12-Apr-16 13:41:36,ASI,0160033064449546,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 13:45:02,ASI,0160008050939569,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:01:15,ASI,0160012371969503,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:02:40,ASI,0160019589326434,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:04:02,ASI,0160036514838671,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:07:46,ASI,0160028112222994,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:32:39,ASI,0160041274202241,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:45:36,Reg SV Regular,0160001306195581,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,281.00,Unlmtd,,Success
12-Apr-16 14:47:26,ASI,0160019591285156,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 14:54:15,ASI,0160036514838671,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:04:16,DCFS EZ (New),01700249591750488325,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
12-Apr-16 15:31:35,Reg SV Student,0160013978796489,N/A,3295,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,19.25,Unlmtd,,Success
12-Apr-16 15:48:23,Reg SV Regular,0160008378369119,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,4.85,Unlmtd,,Success
