Date,FareProduct,TransitCard,PaymentType,BusNo,TransactionType,SeqNo,GrpQty,TotalCost,Bonus,Change,TotalChange,ValueLeft,RidesLeft,RenewedAdvCount,Status
19-Apr-16 09:23:50,EZ Pass AdultZ0,0160005832016476,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:29:20,Reg SV Regular,0160005820690399,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,4.00,Unlmtd,,Success
19-Apr-16 10:57:43,ASI,0160005780944471,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:08:38,Reg SV Sr/Dis,0160040067992778,N/A,3209,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,4.00,Unlmtd,,Success
19-Apr-16 11:18:52,ASI,0160036515261071,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:19:42,ASI,0160005509379991,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.35,Unlmtd,0,Success
19-Apr-16 11:44:06,Reg SV Regular,0160000964874008,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,8.75,Unlmtd,,Success
19-Apr-16 12:20:12,ASI,0160008050674760,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,1.25,Unlmtd,0,Success
19-Apr-16 15:44:11,Reg SV Regular,0160005411475994,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,3.75,Unlmtd,,Success
19-Apr-16 15:59:33,ASI,0160005598420953,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 17:20:20,Reg SV Regular,0160005825331676,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,2.00,Unlmtd,,Success
19-Apr-16 17:37:28,ASI,0160005598420953,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 18:07:23,Reg SV Regular,0160005277587031,N/A,3209,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,9.25,Unlmtd,,Success
19-Apr-16 18:09:45,EZ Pass S/D Z0,0160008891024514,N/A,3209,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 06:25:20,Reg SV Regular,0160008535840150,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,7.75,Unlmtd,,Success
19-Apr-16 06:25:21,Reg SV Student,0160005346064475,N/A,3295,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,4.50,Unlmtd,,Success
19-Apr-16 07:05:32,ASI,0160008073276312,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 07:21:47,ASI,0160005334705113,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 07:36:24,Reg SV Sr/Dis,0160005503886231,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,1.40,Unlmtd,,Success
19-Apr-16 07:49:59,Reg SV Regular,0160040551927926,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.80,Unlmtd,,Success
19-Apr-16 08:11:43,ASI,0160005501131358,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 08:12:08,ASI,0160020379510245,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 08:19:48,ASI,0160036514686195,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,2.75,Unlmtd,0,Success
19-Apr-16 08:21:47,Reg SV Regular,0160008919939354,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,16.75,Unlmtd,,Success
19-Apr-16 08:46:38,EZ Pass AdultZ0,0160026529713381,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 08:46:42,Reg SV Regular,0160008372181593,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,12.50,Unlmtd,,Success
19-Apr-16 09:14:20,ASI,0160005583244319,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:23:58,ASI,0160008072655193,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:27:39,Reg SV Sr/Dis,0160005650981595,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,14.50,Unlmtd,,Success
19-Apr-16 09:32:49,ASI,0160012139331426,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.75,Unlmtd,0,Success
19-Apr-16 10:02:03,Reg SV Regular,0160008127169117,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,14.00,Unlmtd,,Success
19-Apr-16 10:13:06,ASI,0160008119257433,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:13:55,ASI,0160011542352383,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:15:52,ASI,0160005585944155,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:18:04,ASI,0160005334490070,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:23:36,Reg SV Sr/Dis,01701357368484327681,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,1.45,Unlmtd,,Success
19-Apr-16 10:33:12,Reg SV Regular,0160001306195581,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,265.40,Unlmtd,,Success
19-Apr-16 11:03:48,Reg SV Regular,0160008490883997,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,0.00,Unlmtd,,Success
19-Apr-16 11:15:24,ASI,0160036514916436,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,1.75,Unlmtd,0,Success
19-Apr-16 11:21:11,ASI,0160028100944112,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:32:50,ASI,0160036514838838,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:35:47,ASI,0160020378942084,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:35:51,ASI,0160012140564064,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:06:06,ASI,0160008072538076,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:32:29,ASI,0160005338711513,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:32:38,ASI,0160012140564064,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:32:40,ASI,0160020378942084,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:50:25,Reg SV Regular,0160008465274073,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,18.70,Unlmtd,,Success
19-Apr-16 12:58:02,Reg SV Regular,0160010590303330,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,36.10,Unlmtd,,Success
19-Apr-16 13:22:57,ASI,0160028111979958,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 13:24:57,Reg SV Sr/Dis,0160005503886231,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,1.05,Unlmtd,,Success
19-Apr-16 13:25:28,Reg SV Regular,0160007556152990,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,19.25,Unlmtd,,Success
19-Apr-16 13:26:19,DCFS EZ (New),01702811453843206400,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 13:31:48,ASI,0160033081247949,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 13:41:47,ASI,0160033063926825,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 13:41:52,Reg SV Regular,0160008127169117,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,13.25,Unlmtd,,Success
19-Apr-16 14:04:59,ASI,0160011543146784,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 14:06:28,ASI,0160008141202399,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 14:06:40,EZ Pass AD Repl,01700964317258215686,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 14:30:55,EZ Pass AdultZ0,0160008237212633,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 14:31:07,Reg SV Regular,0160009126932638,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,32.25,Unlmtd,,Success
19-Apr-16 14:44:22,Reg SV Regular,0160001306195581,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,264.65,Unlmtd,,Success
19-Apr-16 14:49:36,ASI,0160008143689759,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 14:51:52,ASI,0160005334431835,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 15:04:39,DCFS EZ (New),01700249591750488325,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 15:04:51,Reg SV Regular,01700249591750488325,N/A,3295,No Prod Use Type,,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,,Passback
19-Apr-16 15:06:57,ASI,0160041880306881,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 15:16:16,ASI,0160005753971352,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 15:26:09,ASI,0160005586192796,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 15:29:26,ASI,0160005292758559,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 15:50:46,Reg SV College,01701114686747603208,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,44.75,Unlmtd,,Success
19-Apr-16 15:51:09,Reg SV Regular,0160008378369119,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,5.35,Unlmtd,,Success
19-Apr-16 15:57:39,Reg SV Regular,0160008341811676,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,1.25,Unlmtd,,Success
19-Apr-16 16:01:27,Reg SV Regular,0160010161251520,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,7.15,Unlmtd,,Success
19-Apr-16 16:24:20,ASI,0160008083381599,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 16:42:17,EZ Pass AdultZ0,0160008261872062,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 17:14:50,Reg SV Sr/Dis,0160005503886231,N/A,3295,SV Entry (Tag On),,1,0.35,0.00,-0.35,-0.35,0.70,Unlmtd,,Success
19-Apr-16 17:44:20,ASI,0160028111902992,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 17:57:30,Reg SV Regular,0160008578578071,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,9.75,Unlmtd,,Success
19-Apr-16 17:59:54,ASI,0160008072538076,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 18:37:13,ASI,0160005744402715,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 18:40:33,Reg SV Regular,0160008248850074,N/A,3295,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,6.60,Unlmtd,,Success
19-Apr-16 18:49:04,EZ Pass AD Repl,01702560590172156160,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 19:11:40,DCFS EZ (New),01700249591750488325,N/A,3295,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 06:22:07,Reg SV Regular,0160005528431518,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,28.00,Unlmtd,,Success
19-Apr-16 06:45:45,Reg SV Regular,0160007618942594,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,3.00,Unlmtd,,Success
19-Apr-16 07:20:37,Reg SV Student,0160010160562885,N/A,3224,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,45.00,Unlmtd,,Success
19-Apr-16 07:20:39,Reg SV Student,0160020362141396,N/A,3224,SV Entry (Tag On),,1,0.50,0.00,-0.50,-0.50,41.00,Unlmtd,,Success
19-Apr-16 07:22:35,ASI,0160012140273187,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 08:22:08,ASI,0160005501131358,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 08:29:57,ASI,0160008075299999,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 08:44:26,Reg SV Regular,0160005031338390,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,17.50,Unlmtd,,Success
19-Apr-16 09:30:02,ASI,0160005326847519,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:36:45,ASI,0160008050077329,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:38:08,ASI,0160005755874075,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:38:48,ASI,0160005755075673,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:42:44,ASI,0160008050520369,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:43:08,ASI,0160005567339671,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:44:19,ASI,0160005648339351,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 09:51:46,ASI,0160011833643581,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:15:06,ASI,0160011543490307,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:15:14,ASI,0160008090141275,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:15:19,Reg SV Regular,0160040891680888,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,16.00,Unlmtd,,Success
19-Apr-16 10:18:34,ASI,0160005335455510,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 10:19:05,Reg SV Regular,0160001306195581,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,266.15,Unlmtd,,Success
19-Apr-16 10:24:17,ASI,0160008289223835,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:18:06,ASI,0160005327329756,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:18:08,ASI,0160033084326500,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:46:47,ASI,0160005848813270,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:52:00,ASI,0160011560764709,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 11:54:41,ASI,0160005835283032,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:00:58,ASI,0160005336136473,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:10:11,ASI,0160008120238877,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:13:51,ASI,0160028112307159,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:18:00,ASI,0160011559744860,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:18:04,ASI,0160019589282595,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:22:55,ASI,0160011833643581,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:23:18,Reg SV Regular,0160008372166875,N/A,3224,SV Entry (Tag On),,1,0.75,0.00,-0.75,-0.75,2.25,Unlmtd,,Success
19-Apr-16 12:27:03,ASI,0160012373500868,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:39:35,ASI,0160005498569438,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 12:59:23,ASI,0160041879618569,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 13:05:30,ASI,0160005570858394,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 13:10:49,ASI,0160041274429448,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
19-Apr-16 13:10:51,Reg SV Sr/Dis,0160041274429448,N/A,3224,No Prod Use Type,,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,,Passback
19-Apr-16 13:14:52,ASI,0160008118830230,N/A,3224,Pass Entry (Tag On),,1,0.00,0.00,0.00,0.00,0.00,Unlmtd,0,Success
